BusinessEntityID,Name,ContactType,Title,FirstName,MiddleName,LastName,Suffix,PhoneNumber,PhoneNumberType,EmailAddress,EmailPromotion
1308,More Bikes!,Purchasing Agent,Ms.,Bonnie,B.,Lepro,null,354-555-0130,Work,bonnie2@adventure-works.com,0
1310,Unified Sports Company,Purchasing Agent,Ms.,Gloria,J.,Lesko,null,296-555-0171,Work,gloria0@adventure-works.com,0
1312,National Manufacturing,Purchasing Agent,Ms.,Linda,null,Leste,null,493-555-0134,Cell,linda7@adventure-works.com,1
1314,Volume Bike Sellers,Purchasing Agent,Mr.,Steven,B.,Levy,null,1 (11) 500 555-0119,Cell,steven2@adventure-works.com,0
1316,Wheelsets Storehouse,Purchasing Agent,Ms.,Judy,null,Lew,null,195-555-0196,Cell,judy0@adventure-works.com,1
1318,Town Industries,Purchasing Agent,Ms.,Elsie,L.,Lewin,null,803-555-0116,Work,elsie0@adventure-works.com,0
1320,Security Racks and Locks Wholesalers,Purchasing Agent,Mr.,George,Z.,Li,null,699-555-0183,Cell,george3@adventure-works.com,0
1322,Rapid Bikes,Purchasing Agent,Mr.,Yale,null,Li,null,316-555-0138,Cell,yale0@adventure-works.com,1
1324,Metro Sports Equipment,Purchasing Agent,Ms.,Yan,null,Li,null,1 (11) 500 555-0167,Work,yan0@adventure-works.com,0
1326,Nearby Sporting Goods,Purchasing Agent,Ms.,Yuhong,null,Li,null,1 (11) 500 555-0176,Cell,yuhong1@adventure-works.com,0
1328,Front Sporting Goods,Purchasing Agent,Mr.,Joseph,M.,Lique,null,119-555-0195,Work,joseph2@adventure-works.com,0
1330,Elite Bikes,Purchasing Agent,Mr.,Paulo,H.,Lisboa,null,380-555-0116,Cell,paulo0@adventure-works.com,0
1332,Catalog Store,Purchasing Agent,Mr.,David,J.,Liu,null,440-555-0132,Work,david20@adventure-works.com,1
1334,Chic Department Stores,Purchasing Agent,null,Jinghao,null,Liu,null,928-555-0116,Cell,jinghao1@adventure-works.com,2
1336,Eastside Department Store,Purchasing Agent,Mr.,Kevin,null,Liu,null,926-555-0164,Work,kevin5@adventure-works.com,2
1338,Sports Sales and Rental,Purchasing Agent,Mr.,Run,null,Liu,null,284-555-0185,Cell,run0@adventure-works.com,1
1340,Cycle Merchants,Purchasing Agent,Mr.,Todd,R.,Logan,null,783-555-0110,Work,todd0@adventure-works.com,0
1342,Global Sports Outlet,Purchasing Agent,Mr.,Kok-Ho,null,Loh,null,1 (11) 500 555-0189,Work,kok-ho1@adventure-works.com,1
1344,Exotic Bikes,Purchasing Agent,Mr.,John,K.,Long,null,415-555-0147,Cell,john23@adventure-works.com,0
1346,Fitness Hotel,Purchasing Agent,Ms.,Sharon,J.,Looney,null,377-555-0132,Work,sharon2@adventure-works.com,0
1348,Healthy Activity Store,Purchasing Agent,Mr.,Jeremy,null,Los,null,911-555-0165,Cell,jeremy0@adventure-works.com,2
1350,Every Bike Shop,Purchasing Agent,Mr.,Spencer,null,Low,null,333-555-0113,Work,spencer0@adventure-works.com,0
1352,Grand Industries,Purchasing Agent,Ms.,Anita,R.,Lucerne,null,164-555-0118,Work,anita0@adventure-works.com,1
1354,Ideal Components,Purchasing Agent,Mr.,Jose,null,Lugo,null,1 (11) 500 555-0133,Work,jose4@adventure-works.com,1
1356,Larger Cycle Shop,Purchasing Agent,Mr.,Richard,null,Lum,null,140-555-0128,Work,richard5@adventure-works.com,0
1358,Leading Sales & Repair,Purchasing Agent,Ms.,Judy,R.,Lundahl,null,260-555-0130,Cell,judy1@adventure-works.com,0
1360,Main Bicycle Services,Purchasing Agent,Mr.,Sean,J.,Lunt,null,183-555-0111,Cell,sean4@adventure-works.com,0
1362,Metro Bike Mart,Purchasing Agent,Ms.,Helen,R.,Lutes,null,565-555-0181,Cell,helen1@adventure-works.com,2
1404,Rally Master Company Inc,Purchasing Agent,Mr.,Frank,null,Mart¡nez,null,171-555-0147,Cell,frank5@adventure-works.com,1
1406,Professional Cyclists,Purchasing Agent,Mr.,Steve,null,Masters,null,154-555-0115,Cell,steve2@adventure-works.com,0
1408,Sports Products Store,Purchasing Agent,Mr.,Joseph,null,Matthews,null,1 (11) 500 555-0174,Work,joseph3@adventure-works.com,0
1410,Exclusive Bicycle Mart,Purchasing Agent,Ms.,Jennifer,J.,Maxham,null,1 (11) 500 555-0175,Work,jennifer1@adventure-works.com,0
1412,City Manufacturing,Purchasing Agent,Mr.,Chris,null,Maxwell,null,642-555-0187,Cell,chris6@adventure-works.com,0
1414,Bike Dealers Association,Purchasing Agent,Ms.,Sandra,B.,Maynard,null,993-555-0179,Cell,sandra4@adventure-works.com,1
1416,Pedal Systems Company,Purchasing Agent,Mr.,John,J.,McClane,null,455-555-0144,Cell,john24@adventure-works.com,0
1418,"Health Spa, Limited",Purchasing Agent,Ms.,Robin,M.,McGuigan,null,431-555-0153,Cell,robin0@adventure-works.com,1
1420,Global Bike Retailers,Purchasing Agent,Ms.,Stacie,K.,Mcanich,null,1 (11) 500 555-0179,Work,stacie0@adventure-works.com,0
1422,Fashionable Department Stores,Purchasing Agent,Ms.,Katie,null,McAskill-White,null,618-555-0193,Cell,katie1@adventure-works.com,2
1424,Closeout Boutique,Purchasing Agent,Ms.,Lola,M.,McCarthy,null,173-555-0151,Cell,lola0@adventure-works.com,0
1426,Bicycle Merchandise Warehouse,Purchasing Agent,Ms.,Jane,A.,McCarty,null,529-555-0195,Work,jane3@adventure-works.com,2
1428,Spoke Manufacturers,Purchasing Agent,Ms.,Nikki,null,McCormick,null,600-555-0162,Work,nikki0@adventure-works.com,1
1430,Leather Seat Factory,Purchasing Agent,Mr.,James,L.,McCoy,II,191-555-0151,Work,james12@adventure-works.com,0
1432,Good Bicycle Store,Purchasing Agent,Ms.,Christinia,A.,McDonald,null,1 (11) 500 555-0158,Cell,christinia0@adventure-works.com,1
1434,Endurance Bikes,Purchasing Agent,Mr.,Alejandro,null,McGuel,null,378-555-0157,Work,alejandro1@adventure-works.com,0
1828,Major Cycling,Purchasing Agent,Ms.,Ruby Sue,R.,Styles,null,512-555-0122,Work,rubysue0@adventure-works.com,0
1830,Getaway Inn,Purchasing Agent,Mr.,Min,null,Su,null,1 (11) 500 555-0149,Cell,min1@adventure-works.com,0
1832,Downhill Bicycle Specialists,Purchasing Agent,Mr.,Gary,J.,Suess,null,1 (11) 500 555-0199,Work,gary5@adventure-works.com,0
1834,Bike Experts,Purchasing Agent,Ms.,Ruth,J.,Suffin,null,924-555-0195,Work,ruth2@adventure-works.com,1
1836,Extraordinary Bike Works,Purchasing Agent,Ms.,Elizabeth,J.,Sullivan,null,306-555-0112,Cell,elizabeth4@adventure-works.com,1
1838,Valley Bicycle Distributors,Purchasing Agent,Mr.,Michael,null,Sullivan,null,323-555-0113,Work,michael24@adventure-works.com,2
1840,Top Sports Supply,Purchasing Agent,Ms.,Marcia,J.,Sultan,null,613-555-0116,Cell,marcia0@adventure-works.com,0
1842,Racing Sales and Service,Purchasing Agent,Mr.,Nate,null,Sun,null,1 (11) 500 555-0122,Cell,nate0@adventure-works.com,0
1844,Metropolitan Bicycle Supply,Purchasing Agent,Mr.,Krishna,null,Sunkammurali,null,1 (11) 500 555-0177,Work,krishna1@adventure-works.com,0
1846,Honest Repair Service,Purchasing Agent,Mr.,Brad,null,Sutton,null,688-555-0115,Cell,brad0@adventure-works.com,1
1848,Designer Department Stores,Purchasing Agent,Mr.,Martin,J.,Svoboda,IV,132-555-0149,Work,martin1@adventure-works.com,2
1850,Wheel Gallery,Purchasing Agent,Mr.,Abraham,L.,Swearengin,null,926-555-0136,Work,abraham0@adventure-works.com,0
1852,Top Bike Market,Purchasing Agent,Ms.,Katherine,K.,Swan,null,421-555-0192,Work,katherine1@adventure-works.com,2
1854,Region Bike Company,Purchasing Agent,Mr.,Manoj,null,Syamala,null,1 (11) 500 555-0181,Cell,manoj0@adventure-works.com,0
1856,Grown-up Bike Store,Purchasing Agent,Ms.,Shelly,null,Szymanski,null,238-555-0163,Work,shelly0@adventure-works.com,1
1858,Bicycle Lines Distributors,Purchasing Agent,Ms.,Julie,null,Taft-Rider,null,145-555-0194,Work,julie1@adventure-works.com,0
1860,Sparkling Paint and Finishes,Purchasing Agent,Mr.,Clarence,R.,Tatman,null,787-555-0128,Cell,clarence0@adventure-works.com,0
1862,Racing Association,Purchasing Agent,Mr.,Damon,A.,Taylor,null,825-555-0187,Cell,damon0@adventure-works.com,0
1864,Plastic Parts Company,Purchasing Agent,Mr.,Mike,M.,Taylor,null,204-555-0189,Cell,mike6@adventure-works.com,2
1866,Gears and Parts Company,Purchasing Agent,Mr.,Denis,null,Taylor,null,1 (11) 500 555-0155,Cell,denis0@adventure-works.com,0
1868,Executive Gift Store,Purchasing Agent,Mr.,Jeff,E.,Teper,null,214-555-0170,Work,jeff6@adventure-works.com,0
1870,Big Cycle Mall,Purchasing Agent,Mr.,Chad,J.,Tedford,null,588-555-0128,Cell,chad1@adventure-works.com,1
1958,Ultimate Bicycle Company,Purchasing Agent,Mr.,Johnathan,null,Van Eaton,null,1 (11) 500 555-0156,Work,johnathan0@adventure-works.com,2
1960,Sports Store,Purchasing Agent,Mr.,Roger,null,Van Houten,null,1 (11) 500 555-0110,Work,roger2@adventure-works.com,0
1962,Metropolitan Equipment,Purchasing Agent,Ms.,Mandy,null,Vance,null,1 (11) 500 555-0175,Cell,mandy0@adventure-works.com,2
1964,Extended Tours,Purchasing Agent,Ms.,Rose,M.,Vandenouer,null,1 (11) 500 555-0140,Work,rose1@adventure-works.com,0
1966,Convenient Sales and Service,Purchasing Agent,Mr.,Gregory,T.,Vanderbout,Jr.,684-555-0134,Work,gregory1@adventure-works.com,0
1968,Solid Bike Parts,Purchasing Agent,Mr.,Michael,null,Vanderhyde,null,918-555-0141,Cell,michael25@adventure-works.com,0
1970,Permanent Finish Products,Purchasing Agent,Ms.,Margaret,J.,Vanderkamp,null,265-555-0143,Work,margaret2@adventure-works.com,0
1972,Mercantile Outlet,Purchasing Agent,Ms.,Kara,N.,Vanderlinden,null,680-555-0160,Cell,kara0@adventure-works.com,0
1974,Links Works,Purchasing Agent,Mr.,Carlos,M.,Vansant,Jr.,1 (11) 500 555-0158,Cell,carlos1@adventure-works.com,1
1976,Exhilarating Cycles,Purchasing Agent,Mr.,Nieves,J.,Vargas,II,371-555-0184,Cell,nieves0@adventure-works.com,0
364,Leading Bike Distributors,Purchasing Manager,Ms.,Hannah,R.,Arakawa,null,500-555-0134,Work,hannah0@adventure-works.com,0
366,Activity Center,Purchasing Manager,Ms.,Kyley,J.,Arbelaez,null,717-555-0131,Work,kyley0@adventure-works.com,1
368,Brightwork Company,Purchasing Manager,Mr.,Tom,H,Johnston,null,883-555-0177,Cell,tom1@adventure-works.com,1
378,Pedaling Components,Purchasing Manager,Mr.,John,P.,Ault,null,1 (11) 500 555-0139,Work,john7@adventure-works.com,0
380,Workout Emporium,Purchasing Manager,Mr.,Robert,A.,Avalos,null,665-555-0198,Work,robert2@adventure-works.com,0
388,Remarkable Bike Store,Purchasing Manager,Mr.,Cory,K.,Booth,null,121-555-0157,Work,cory0@adventure-works.com,1
390,Road-Way Mart,Purchasing Manager,Mr.,James,B.,Bailey,Jr.,234-555-0112,Work,james3@adventure-works.com,0
392,Small Cycle Store,Purchasing Manager,Mr.,Douglas,A.,Baldwin,Jr.,583-555-0130,Work,douglas1@adventure-works.com,0
400,Exertion Activities Club,Purchasing Manager,Mr.,Darrell,M.,Banks,null,816-555-0118,Work,darrell0@adventure-works.com,2
402,Impromptu Trips,Purchasing Manager,Ms.,Angela,null,Barbariol,null,134-555-0182,Cell,angela1@adventure-works.com,0
404,Margie's Travel,Purchasing Manager,Mr.,David,null,Barber,null,752-555-0115,Work,david9@adventure-works.com,1
410,Fast Bike Works,Purchasing Manager,Ms.,Brenda,L.,Barlow,null,1 (11) 500 555-0168,Work,brenda1@adventure-works.com,1
412,Gasless Cycle Shop,Purchasing Manager,Mr.,Josh,null,Barnhill,null,584-555-0192,Work,josh0@adventure-works.com,0
414,Lubricant and Grease Suppliers,Purchasing Manager,Mr.,Adam,null,Barr,null,726-555-0191,Cell,adam0@adventure-works.com,1
424,Bikes Anyone?,Purchasing Manager,Sr.,Ciro,J.,Bauer,null,115-555-0170,Work,ciro0@adventure-works.com,0
426,Cross-town Parts Shop,Purchasing Manager,Ms.,Glenna,L.,Beanston,null,1 (11) 500 555-0113,Work,glenna0@adventure-works.com,0
428,Finer Cycle Shop,Purchasing Manager,Mr.,Shaun,null,Beasley,null,396-555-0187,Cell,shaun0@adventure-works.com,1
448,Traction Tire Company,Purchasing Manager,Mr.,Ido,null,Ben-Sachar,null,973-555-0112,Cell,ido0@adventure-works.com,0
450,Unsurpassed Bikes,Purchasing Manager,Ms.,Edna,J.,Benson,null,789-555-0189,Work,edna0@adventure-works.com,0
452,Field Trip Inc,Purchasing Manager,Mr.,Payton,P.,Benson,null,528-555-0183,Cell,payton0@adventure-works.com,0
454,Tire Company,Purchasing Manager,Mr.,Max,null,Benson,null,599-555-0160,Work,max0@adventure-works.com,0
456,Uncompromising Quality Co,Purchasing Manager,Mr.,Scot,A.,Bent,null,1 (11) 500 555-0177,Cell,scot0@adventure-works.com,0
458,Metallic Paint and Overcoat Co,Purchasing Manager,Mr.,Richard,M.,Bentley,Jr.,911-555-0153,Cell,richard0@adventure-works.com,0
466,Scratch-Resistant Finishes Company,Purchasing Manager,Mr.,John,M.,Berger,Jr.,156-555-0111,Cell,john10@adventure-works.com,0
468,Topnotch Bikes,Purchasing Manager,Ms.,Kris,R.,Bergin,null,144-555-0175,Work,kris0@adventure-works.com,0
470,"Unicycles, Bicycles, and Tricycles",Purchasing Manager,null,Andreas,null,Berglund,null,795-555-0116,Work,andreas1@adventure-works.com,0
484,World Bike Discount Store,Purchasing Manager,Mr.,Jimmy,null,Bischoff,null,992-555-0111,Work,jimmy1@adventure-works.com,1
486,Global Sporting Goods,Purchasing Manager,Mr.,Mary,null,Bishop,null,176-555-0136,Work,mary4@adventure-works.com,0
488,Historic Bicycle Sales,Purchasing Manager,Ms.,Mae,M.,Black,null,264-555-0143,Work,mae1@adventure-works.com,2
496,Grease and Oil Products Company,Purchasing Manager,Mr.,Michael,Greg,Blythe,null,126-555-0172,Cell,michael11@adventure-works.com,0
498,Moderately-Priced Bikes Store,Purchasing Manager,Ms.,Gabriel,L.,Bockenkamp,null,763-555-0145,Work,gabriel0@adventure-works.com,0
500,Toy Manufacturing Inc,Purchasing Manager,Mr.,Michael,L.,Bohling,null,838-555-0147,Cell,michael12@adventure-works.com,1
502,Eighty Toy Stores,Purchasing Manager,Ms.,Corinna,null,Bolender,null,332-555-0142,Work,corinna0@adventure-works.com,0
504,Economy Bikes Company,Purchasing Manager,Sr.,Luis,null,Bonifaz,null,688-555-0113,Work,luis0@adventure-works.com,2
506,Third Bike Store,Purchasing Manager,Mr.,Randall,null,Boseman,null,383-555-0117,Work,randall0@adventure-works.com,2
512,Metal Processing Company,Purchasing Manager,Mr.,Lester,J.,Bowman,Sr.,844-555-0112,Work,lester0@adventure-works.com,0
514,Widget Bicycle Specialists,Purchasing Manager,Mr.,David,M.,Bradley,null,954-555-0145,Work,david11@adventure-works.com,1
528,Parcel Express Delivery Service,Purchasing Manager,Mr.,Christopher,M.,Bright,null,162-555-0166,Cell,christopher2@adventure-works.com,0
530,Outdoor Distributors,Purchasing Manager,Ms.,Carol,J.,Brink,null,513-555-0149,Work,carol1@adventure-works.com,0
532,North Bike Company,Purchasing Manager,Mr.,David,J.,Brink,null,1 (11) 500 555-0184,Cell,david12@adventure-works.com,1
542,Best o' Bikes,Purchasing Manager,Mr.,Robert,null,Brown,null,575-555-0189,Work,robert5@adventure-works.com,0
544,Painters Bicycle Specialists,Purchasing Manager,Mr.,Kevin,F.,Browne,null,496-555-0150,Work,kevin3@adventure-works.com,1
552,Requisite Part Supply,Purchasing Manager,Mr.,Eric,J.,Brumfield,null,644-555-0114,Work,eric3@adventure-works.com,0
554,Racks and Security Systems,Purchasing Manager,Mr.,Dick,R.,Brummer,Jr.,581-555-0189,Work,dick0@adventure-works.com,0
556,Mechanical Products Ltd.,Purchasing Manager,Mr.,Michael,null,Brundage,null,128-555-0148,Cell,michael13@adventure-works.com,0
558,Commendable Bikes,Purchasing Manager,Ms.,Shirley,R.,Bruner,null,383-555-0155,Work,shirley0@adventure-works.com,2
560,Online Bike Sellers,Purchasing Manager,Ms.,June,B.,Brunner,null,249-555-0172,Work,june0@adventure-works.com,0
572,Bike Universe,Purchasing Manager,Ms.,Ingrid,K.,Burkhardt,null,857-555-0187,Work,ingrid0@adventure-works.com,0
574,Fifth Bike Store,Purchasing Manager,Ms.,Karren,K.,Burkhardt,null,652-555-0132,Cell,karren0@adventure-works.com,0
576,Independent Outlet,Purchasing Manager,Mr.,Ovidiu,null,Burlacu,null,710-555-0116,Cell,ovidiu1@adventure-works.com,0
578,Rambling Tours,Purchasing Manager,Ms.,Dana,H.,Burnell,null,1 (11) 500 555-0136,Work,dana0@adventure-works.com,0
586,Alternative Vehicles,Purchasing Manager,Mr.,Jared,L.,Bustamante,null,164-555-0147,Work,jared0@adventure-works.com,0
588,Channel Outlet,Purchasing Manager,Mr.,Richard,A.,Byham,null,1 (11) 500 555-0138,Work,richard2@adventure-works.com,2
590,Full Sports Supply,Purchasing Manager,Mr.,David,J.,Byrnes,Sr.,1 (11) 500 555-0199,Cell,david13@adventure-works.com,1
604,Mechanical Sports Center,Purchasing Manager,Ms.,DeeDee,J.,Cameron,null,377-555-0158,Cell,deedee0@adventure-works.com,1
606,Speedometer Sales,Purchasing Manager,Ms.,Deborah,M.,Lee,null,1 (11) 500 555-0190,Work,deborah1@adventure-works.com,0
608,Two-Wheeled Transit Company,Purchasing Manager,Ms.,Joan,M.,Campbell,null,700-555-0155,Cell,joan0@adventure-works.com,0
610,Mountain Emporium,Purchasing Manager,Mr.,David,null,Campbell,null,756-555-0117,Work,david14@adventure-works.com,2
620,Tandem Bicycle Store,Purchasing Manager,Mr.,Jian,Shuo,Wang,null,441-555-0100,Work,jian0@adventure-works.com,0
622,Bikes and Motorbikes,Purchasing Manager,Mr.,Qiang,null,Wang,null,165-555-0100,Work,qiang0@adventure-works.com,0
630,Rural Department Store,Purchasing Manager,Ms.,Jane,N.,Carmichael,null,716-555-0167,Work,jane0@adventure-works.com,1
632,Sports Commodities,Purchasing Manager,Ms.,Jovita,A.,Carmody,null,646-555-0137,Work,jovita0@adventure-works.com,0
634,Riverside Company,Purchasing Manager,Mr.,Steve,J.,Carnes,null,268-555-0184,Work,steve1@adventure-works.com,2
636,Bicycle Exporters,Purchasing Manager,Mr.,Fernando,null,Caro,null,1 (11) 500 555-0163,Work,fernando0@adventure-works.com,1
638,Responsible Bike Dealers,Purchasing Manager,Mr.,Rob,null,Caron,null,620-555-0117,Cell,rob2@adventure-works.com,0
640,Western Bike Supplies,Purchasing Manager,Mr.,Andy,null,Carothers,null,944-555-0148,Work,andy1@adventure-works.com,0
642,Advanced Bike Components,Purchasing Manager,Ms.,Joanna,B.,Wall,null,127-555-0100,Work,joanna0@adventure-works.com,1
676,Inexpensive Parts Shop,Purchasing Manager,Mr.,Neil,null,Charney,null,1 (11) 500 555-0180,Cell,neil0@adventure-works.com,2
678,Nuts and Bolts Mfg.,Purchasing Manager,Mr.,Hao,null,Chen,null,117-555-0173,Work,hao1@adventure-works.com,1
680,Principal Bicycle Supply,Purchasing Manager,Mr.,John,Y.,Chen,null,514-555-0128,Cell,john13@adventure-works.com,1
682,Thrilling Bike Tours,Purchasing Manager,Mr.,Pei,null,Chow,null,789-555-0184,Cell,pei0@adventure-works.com,0
684,This Area Sporting Goods,Purchasing Manager,Mr.,Yao-Qiang,null,Cheng,null,344-555-0181,Work,yao-qiang0@adventure-works.com,1
686,Full-Service Bike Store,Purchasing Manager,Ms.,Nicky,E.,Chesnut,null,264-555-0164,Work,nicky0@adventure-works.com,2
688,Plastic Products Manufacturers,Purchasing Manager,Ms.,Susan,B.,Chestnut,null,1 (11) 500 555-0181,Cell,susan2@adventure-works.com,0
700,Fleet Bikes,Purchasing Manager,Ms.,Jill,J.,Christie,null,927-555-0198,Work,jill1@adventure-works.com,0
702,Local Hardware Factory,Purchasing Manager,Ms.,Alice,null,Clark,null,221-555-0141,Work,alice1@adventure-works.com,1
704,Only Bikes and Accessories,Purchasing Manager,Ms.,Gina,N.,Clark,null,539-555-0142,Cell,gina0@adventure-works.com,2
706,Rental Gallery,Purchasing Manager,Mr.,James,J.,Clark,null,1 (11) 500 555-0176,Work,james4@adventure-works.com,2
708,South Bike Company,Purchasing Manager,Ms.,Jane,null,Clayton,null,206-555-0195,Cell,jane1@adventure-works.com,0
710,Wonderful Bikes Inc.,Purchasing Manager,Ms.,Kristine,J.,Cleary,null,250-555-0127,Cell,kristine0@adventure-works.com,2
712,Another Sporting Goods Company,Purchasing Manager,Ms.,Teanna,M.,Cobb,null,661-555-0168,Work,teanna0@adventure-works.com,2
714,Discount Bicycle Specialists,Purchasing Manager,Ms.,Connie,L.,Coffman,null,426-555-0181,Cell,connie0@adventure-works.com,0
716,Famous Bike Sales and Service,Purchasing Manager,Ms.,Jeanette,R.,Cole,null,159-555-0190,Work,jeanette0@adventure-works.com,2
718,First Supplies,Purchasing Manager,Mr.,Eric,E.,Coleman,null,1 (11) 500 555-0140,Work,eric4@adventure-works.com,0
720,Machines & Cycles Store,Purchasing Manager,Mr.,Pat,null,Coleman,null,292-555-0128,Cell,pat2@adventure-works.com,0
722,Pedals Warehouse,Purchasing Manager,Mr.,Takiko,J.,Collins,null,987-555-0126,Work,takiko0@adventure-works.com,0
724,Two Wheels Cycle Store,Purchasing Manager,Mr.,John,L.,Colon,null,397-555-0144,Work,john14@adventure-works.com,0
726,Westside Cycle Store,Purchasing Manager,Mr.,Scott,A.,Colvin,null,119-555-0144,Work,scott1@adventure-works.com,2
728,Wholesale Bikes,Purchasing Manager,Mr.,Aaron,null,Con,null,652-555-0115,Work,aaron0@adventure-works.com,0
730,Very Best Sports Supply,Purchasing Manager,Mr.,Peter,null,Connelly,null,1 (11) 500 555-0117,Work,peter2@adventure-works.com,0
732,Urban Sports Emporium,Purchasing Manager,Mr.,William,J.,Conner,null,383-555-0111,Work,william1@adventure-works.com,0
734,Superlative Bikes,Purchasing Manager,Ms.,Stephanie,null,Conroy,null,752-555-0187,Cell,stephanie2@adventure-works.com,0
736,Primary Cycle Shop,Purchasing Manager,Ms.,Amy,R.,Consentino,null,1 (11) 500 555-0133,Work,amy2@adventure-works.com,0
738,Sixth Bike Store,Purchasing Manager,Ms.,Dorothy,J.,Contreras,null,428-555-0176,Work,dorothy0@adventure-works.com,0
740,Touring Services,Purchasing Manager,Mr.,Patrick,M.,Cook,null,884-555-0193,Work,patrick2@adventure-works.com,0
742,Vehicle Shop,Purchasing Manager,Mr.,Scott,null,Cooper,null,773-555-0182,Work,scott2@adventure-works.com,0
744,First Department Stores,Purchasing Manager,Ms.,Eva,null,Corets,null,542-555-0164,Cell,eva0@adventure-works.com,1
746,Grand Sport Boutique,Purchasing Manager,Mr.,Marlin,M.,Coriell,null,941-555-0155,Cell,marlin0@adventure-works.com,0
748,Major Equipment Co,Purchasing Manager,Mr.,Ryan,null,Cornelsen,null,1 (11) 500 555-0147,Work,ryan2@adventure-works.com,2
750,Custom Sales and Service,Purchasing Manager,Mr.,Bruno,null,Costa Da Silva,null,140-555-0143,Cell,bruno0@adventure-works.com,1
752,Elemental Sporting Goods,Purchasing Manager,Ms.,Pamela,R.,Cox,null,945-555-0112,Work,pamela2@adventure-works.com,1
754,Distinctive Store,Purchasing Manager,Mr.,Jack,null,Creasey,null,539-555-0182,Work,jack2@adventure-works.com,2
756,Grand Cycle Store,Purchasing Manager,Ms.,Sharon,A.,Crow,null,889-555-0176,Work,sharon1@adventure-works.com,2
782,Neighborhood Store,Purchasing Manager,Ms.,Gail,M.,Westover,null,305-555-0100,Cell,gail2@adventure-works.com,1
788,Paint Supply,Purchasing Manager,Ms.,Wendy,null,Wheeler,null,977-555-0100,Work,wendy2@adventure-works.com,0
802,Successful Sales Company,Purchasing Manager,Ms.,Bev,L.,Desalvo,null,143-555-0113,Work,bev0@adventure-works.com,1
894,Jumbo Bikes,Purchasing Manager,Mr.,Jay,null,Fluegel,null,1 (11) 500 555-0119,Cell,jay2@adventure-works.com,0
896,Quick Delivery Service,Purchasing Manager,Ms.,Kelly,null,Focht,null,272-555-0123,Work,kelly0@adventure-works.com,1
898,Tough and Reliable Parts,Purchasing Manager,Mr.,Jeffrey,L.,Ford,null,395-555-0128,Work,jeffrey1@adventure-works.com,0
900,Basic Sports Equipment,Purchasing Manager,Mr.,Garth,null,Fort,null,768-555-0125,Cell,garth0@adventure-works.com,0
902,Cash & Carry Bikes,Purchasing Manager,Ms.,Dorothy,J.,Fox,null,191-555-0198,Work,dorothy1@adventure-works.com,2
904,Convenient Bike Shop,Purchasing Manager,Ms.,Judith,B.,Frazier,null,721-555-0163,Work,judith0@adventure-works.com,0
906,Fitness Bike Accessories,Purchasing Manager,Mr.,John,null,Fredericksen,null,1 (11) 500 555-0123,Work,john18@adventure-works.com,0
908,General Bike Corporation,Purchasing Manager,Ms.,Susan,E.,French,null,994-555-0194,Work,susan3@adventure-works.com,0
910,Quitting Business Distributors,Purchasing Manager,Mr.,Liam,J.,Friedland,null,991-555-0148,Cell,liam0@adventure-works.com,0
912,Retail Cycle Shop,Purchasing Manager,Mr.,Mihail,null,Frintu,null,777-555-0163,Cell,mihail1@adventure-works.com,0
914,Social Activities Club,Purchasing Manager,Mr.,John,null,Ford,null,596-555-0153,Work,john19@adventure-works.com,2
916,Blue Bicycle Company,Purchasing Manager,Mr.,Paul,J.,Fulton,null,492-555-0146,Cell,paul3@adventure-works.com,2
918,Expert Cycle Store,Purchasing Manager,Mr.,Don,null,Funk,null,1 (11) 500 555-0137,Cell,don1@adventure-works.com,2
920,General Riding Supplies,Purchasing Manager,Mr.,Bob,null,Gage,null,962-555-0175,Cell,bob1@adventure-works.com,1
922,Parts Shop,Purchasing Manager,Ms.,Aldeen,J.,Gallagher,null,653-555-0170,Work,aldeen0@adventure-works.com,2
924,Riding Excursions,Purchasing Manager,Mr.,Michael,null,Galos,null,912-555-0149,Cell,michael15@adventure-works.com,0
926,Unique Bikes,Purchasing Manager,Mr.,Jon,null,Ganio,null,672-555-0112,Cell,jon0@adventure-works.com,1
944,Number One Bike Co.,Purchasing Manager,Mr.,Leo,null,Giakoumakis,null,1 (11) 500 555-0169,Cell,leo0@adventure-works.com,1
946,Racing Supply Distributors,Purchasing Manager,Mr.,Cornett,L.,Gibbens,null,1 (11) 500 555-0112,Cell,cornett0@adventure-works.com,1
948,Standard Bikes,Purchasing Manager,Mr.,Frances,J.,Giglio,null,692-555-0136,Cell,frances1@adventure-works.com,2
950,The Bicycle Accessories Company,Purchasing Manager,Mr.,Guy,null,Gilbert,null,583-555-0198,Work,guy0@adventure-works.com,0
952,Active Systems,Purchasing Manager,Ms.,Janet,J.,Gilliat,null,521-555-0183,Cell,janet2@adventure-works.com,0
986,Metro Manufacturing,Purchasing Manager,Ms.,Jane,P.,Greer,null,737-555-0163,Cell,jane2@adventure-works.com,1
988,Manufacturers Inc,Purchasing Manager,Mr.,Geoff,null,Grisso,null,351-555-0130,Cell,geoff0@adventure-works.com,1
990,Locks Company,Purchasing Manager,Mr.,Douglas,null,Groncki,null,385-555-0140,Work,douglas2@adventure-works.com,1
992,Latest Accessories Sales,Purchasing Manager,Mr.,Brian,null,Groth,null,461-555-0118,Work,brian5@adventure-works.com,1
994,Incomparable Bicycle Store,Purchasing Manager,Ms.,Faith,M.,Gustafson,null,479-555-0129,Work,faith0@adventure-works.com,1
