ProspectiveBuyerKey,ProspectAlternateKey,FirstName,MiddleName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,City,StateProvinceCode,PostalCode,Phone,Salutation,Unknown
1208,9920,Katie,null,Raji,23.06.1982 0:00:00,S,F,kraji@adventure-works.com,"80 000,00 ₽",5,5,Bachelors,Professional,0,4,7832 Military East,null,Chula Vista,CA,91910,1 (11) 500 555-0118,Ms.,4
1209,9670,Kenneth,null,Raji,13.01.1974 0:00:00,S,M,kraji@cohovineyard.com,"60 000,00 ₽",4,4,Bachelors,Professional,1,3,521 Red Leaf Way,null,La Jolla,CA,92806,1 (11) 500 555-0122,Mr.,4
1210,7605,Kelsey,null,Raji,23.01.1979 0:00:00,M,F,kraji@lucernepublishing.com,"30 000,00 ₽",2,2,Partial Co,Clerical,0,2,3987 Spring Water St.,null,Cedar Park,TX,78613,1 (11) 500 555-0125,Ms.,4
1211,7367,Kristopher,null,Raman,29.11.1982 0:00:00,S,M,kraman@fineartschool.net,"20 000,00 ₽",0,0,Partial Hi,Manual,0,2,5414 Cambelback Place,null,Lynnwood,WA,98036,1 (11) 500 555-0184,Mr.,1
1212,35536968708,Kaylee,L,Ramirez,16.08.1969 0:00:00,S,F,kramirez@alpineskihouse.com,"50 000,00 ₽",1,0,Partial Co,Skilled Manual,0,1,3384 Malibu Place,null,Colma,CA,94014,489-555-0112,Ms.,4
1213,98893374204,Kaitlyn,D,Ramirez,05.06.1953 0:00:00,M,F,kramirez@humongousinsurance.com,"80 000,00 ₽",5,0,Bachelors,Management,1,2,9171 Morello Ave,null,Corvallis,OR,97330,654-555-0151,Ms.,1
1214,4575,Kari,B,Rana,17.08.1986 0:00:00,M,F,krana@thephone-company.com,"30 000,00 ₽",0,0,Partial Co,Clerical,1,1,6244 Bayviews Circle,null,Seattle,WA,98104,1 (11) 500 555-0149,Ms.,1
1215,39324553608,Katelyn,null,Reed,24.03.1982 0:00:00,M,F,kreed@cohovineyard.com,"50 000,00 ₽",1,1,Graduate D,Skilled Manual,1,0,3883 Kirkwood Dr,null,Novato,CA,94947,112-555-0144,Ms.,4
1216,98773082494,Kaitlyn,L,Richardson,23.07.1988 0:00:00,S,F,krichardson@northwindtraders.com,"30 000,00 ₽",0,0,Partial Hi,Clerical,1,2,5553 Kahrs Avenue,null,Kenmore,WA,98028,186-555-0134,Ms.,1
1217,53039761185,Kayla,A,Robinson,01.10.1989 0:00:00,M,F,krobinson@lucernepublishing.com,"30 000,00 ₽",0,0,High Schoo,Skilled Manual,1,2,683 Larch Ct.,null,Salt Lake City,UT,84101,595-555-0158,Ms.,0
1218,6428,Kristy,G,Romero,24.04.1978 0:00:00,M,F,kromero@cpandl.com,"50 000,00 ₽",4,2,Bachelors,Professional,1,2,4438 Chrislend Court,null,Concord,CA,94519,267-555-0181,Ms.,4
1219,2641,Kristine,null,Rubio,15.09.1972 0:00:00,S,F,krubio@adatum.com,"50 000,00 ₽",2,0,High Schoo,Professional,0,2,39950 Airport Blvd.,null,Mobile,AL,36602,1 (11) 500 555-0165,Ms.,5
1220,4610,Kari,null,Rubio,30.09.1960 0:00:00,M,F,krubio@blueyonderairlines.com,"40 000,00 ₽",2,0,Partial Co,Clerical,0,2,9264 Claudia Drive,null,Colma,CA,94014,1 (11) 500 555-0189,Ms.,4
1221,6391,Krista,A,Rubio,18.05.1964 0:00:00,M,F,krubio@contoso.com,"100 000,00 ₽",3,4,High Schoo,Professional,0,3,1168 Escobar,null,Woodland Hills,CA,91364,1 (11) 500 555-0183,Ms.,4
1222,4157,Kristi,B,Rubio,08.12.1957 0:00:00,M,F,krubio@fabrikam.com,"90 000,00 ₽",4,1,High Schoo,Management,1,3,St. Louis Marketplace,null,Saint Louis,MO,63103,1 (11) 500 555-0171,Ms.,0
1223,8680,Kathleen,A,Ruiz,11.11.1982 0:00:00,M,F,kruiz@baldwinmuseumofscience.com,"10 000,00 ₽",0,0,Partial Hi,Manual,1,2,8955 Miller Dr.,Unit B,Colma,CA,94014,1 (11) 500 555-0120,Ms.,4
1224,9360,Kristina,null,Sanchez,24.08.1962 0:00:00,S,F,ksanchez@adatum.com,"30 000,00 ₽",1,0,Bachelors,Skilled Manual,1,1,6228 La Cadena,null,Bellflower,CA,90706,139-555-0193,Ms.,4
1225,8700,Kathleen,L,Sanz,16.12.1973 0:00:00,S,F,ksanz@consolidatedmessenger,"20 000,00 ₽",2,2,High Schoo,Manual,1,2,Tedeschi Plaza,null,Braintree,MA,2184,1 (11) 500 555-0184,Ms.,2
1226,6386,Krista,null,Serrano,21.03.1977 0:00:00,S,F,kserrano@baldwinmuseumofscience.com,"40 000,00 ₽",0,0,Bachelors,Clerical,0,0,8743 Roanwood Way,null,Colma,CA,94014,1 (11) 500 555-0192,Ms.,4
1227,6436,Kristy,S,Serrano,03.11.1981 0:00:00,M,F,kserrano@litwareinc.com,"20 000,00 ₽",0,0,Partial Hi,Manual,1,2,8922 Franklin Canyon Road,null,Oregon City,OR,97045,1 (11) 500 555-0176,Ms.,1
1228,10213,Kenneth,null,Shan,07.02.1979 0:00:00,M,M,kshan@cohovineyard.com,"110 000,00 ₽",1,0,Graduate D,Management,1,0,4393 Ridge Road,null,Newport Beach,CA,92625,1 (11) 500 555-0160,Mr.,4
1229,7618,Kara,null,Shan,15.02.1988 0:00:00,S,F,kshan@lucernepublishing.com,"20 000,00 ₽",0,0,Bachelors,Clerical,0,0,C/o Arrow Electronics,null,Memphis,TN,38103,1 (11) 500 555-0192,Ms.,5
1230,9882,Kristin,null,Sharma,03.04.1976 0:00:00,S,F,ksharma@adventure-works.com,"20 000,00 ₽",1,1,High Schoo,Manual,0,1,5446 Via Estrella,null,Chula Vista,CA,91910,1 (11) 500 555-0139,Ms.,4
1231,7617,Kara,E,Sharma,24.04.1979 0:00:00,S,F,ksharma@consolidatedmessenger,"50 000,00 ₽",0,0,Graduate D,Skilled Manual,0,0,455 256th St.,null,Moline,IL,61265,1 (11) 500 555-0115,Ms.,3
1232,1865,Kate,G,Sharma,14.01.1981 0:00:00,M,F,ksharma@consolidatedmessenger,"40 000,00 ₽",2,2,Partial Co,Clerical,0,1,2472 Alexander Place,null,West Covina,ID,83301,1 (11) 500 555-0115,Ms.,0
1233,10212,Kenneth,null,Sharma,06.03.1971 0:00:00,M,M,ksharma@lucernepublishing.com,"50 000,00 ₽",1,0,Partial Co,Skilled Manual,1,1,2487 Riverside Drive,null,Nevada,UT,84407,1 (11) 500 555-0129,Mr.,0
1234,7482,Katrina,B,She,17.12.1975 0:00:00,M,F,kshe@northwindtraders.com,"90 000,00 ₽",2,0,Bachelors,Professional,1,0,755 Nw Gilman Blvd,null,Issaquah,WA,98027,1 (11) 500 555-0119,Ms.,1
1235,1857,Kate,A,Shen,10.11.1952 0:00:00,M,F,kshen@consolidatedmessenger,"50 000,00 ₽",2,0,Graduate D,Management,0,1,Market Square Shopping Center,null,Lakeland,FL,33801,1 (11) 500 555-0184,Ms.,5
1236,10204,Kenneth,W,Shen,23.05.1970 0:00:00,M,M,kshen@consolidatedmessenger,"20 000,00 ₽",1,1,Partial Co,Manual,1,0,Noah Lane,null,Chicago,IL,60610,1 (11) 500 555-0189,Mr.,3
1237,1657,Kurt,C,Shen,13.09.1973 0:00:00,M,M,kshen@consolidatedmessenger,"80 000,00 ₽",4,3,Partial Co,Professional,1,1,West Georgia Commons,null,La Grange,GA,30240,411-555-0173,Mr.,5
1238,52841921448,Kayla,null,Smith,30.01.1961 0:00:00,S,F,ksmith@thephone-company.com,"40 000,00 ₽",3,0,Partial Co,Professional,1,2,3307 Mt. Trinity Ct.,null,Seattle,WA,98104,534-555-0130,Ms.,1
1239,8699,Kathleen,C,Suarez,24.01.1984 0:00:00,S,F,ksuarez@cohovineyard.com,"40 000,00 ₽",3,3,Partial Co,Clerical,1,2,Oxnard Outlet,null,Oxnard,CA,93030,955-555-0188,Ms.,4
1240,741,Kellie,null,Suarez,12.09.1968 0:00:00,S,F,ksuarez@litwareinc.com,"50 000,00 ₽",4,0,Graduate D,Skilled Manual,0,0,5377 Pine Creek Way,null,Portland,OR,97205,892-555-0160,Ms.,1
1241,4660,Kristi,F,Suri,19.01.1976 0:00:00,M,F,ksuri@fabrikam.com,"100 000,00 ₽",0,0,Graduate D,Management,1,1,6405 Erie Blvd. Hills Plaza,null,De Witt,NY,13214,1 (11) 500 555-0155,Ms.,2
1242,9471,Kathryn,null,Tang,25.08.1980 0:00:00,M,F,ktang@contoso.com,"100 000,00 ₽",0,5,High Schoo,Management,1,4,2000 300th Street,null,Denver,CO,80203,1 (11) 500 555-0115,Ms.,3
1243,9901,Katie,E,Tang,25.10.1946 0:00:00,M,F,ktang@contoso.com,"40 000,00 ₽",2,0,Bachelors,Management,0,2,Nut Tree Factory,null,Vacaville,CA,95688,1 (11) 500 555-0115,Ms.,4
1244,37315332300,Kay,null,Torres,26.05.1980 0:00:00,S,F,ktorres@adventureworks.com,"50 000,00 ₽",1,0,Graduate D,Professional,1,0,143 Louisiana Drive,null,Beaverton,OR,97005,159-555-0137,Ms.,1
1245,6858,Kendra,null,Torres,20.09.1967 0:00:00,S,F,ktorres@adventure-works.com,"50 000,00 ₽",4,0,Graduate D,Skilled Manual,1,0,5325 Pinecreek Way,null,Chula Vista,CA,91910,461-555-0197,Ms.,4
1246,2631,Kristine,M,Torres,08.05.1988 0:00:00,S,F,ktorres@thephone-company.com,"20 000,00 ₽",0,0,Bachelors,Clerical,1,0,7407 Spring Water St.,null,Seattle,WA,98104,1 (11) 500 555-0130,Ms.,1
1247,41608105897,Katelyn,null,Turner,24.08.1966 0:00:00,M,F,kturner@margiestravel.com,"20 000,00 ₽",2,1,Partial Hi,Clerical,1,2,25111 228th St Sw,null,Bothell,WA,98011,968-555-0193,Ms.,1
1248,37169747352,Kimberly,R,Ward,17.11.1967 0:00:00,M,F,kward@fabrikam.com,"130 000,00 ₽",2,3,Bachelors,Management,1,4,Ward Parkway Center,null,Kansas City,MO,64106,1 (11) 500 555-0123,Ms.,0
1249,7610,Kara,T,Xie,12.04.1986 0:00:00,S,F,kxie@adatum.com,"50 000,00 ₽",1,1,Graduate D,Skilled Manual,0,0,1342 Isla Bonita,null,Beverly Hills,CA,90210,384-555-0133,Ms.,4
1250,10107,Kristen,L,Yang,18.11.1976 0:00:00,M,F,kyang@fabrikam.com,"50 000,00 ₽",0,0,Partial Co,Skilled Manual,1,1,Woodbury Commons,null,Central Valley,NY,10917,137-555-0174,Ms.,2
1251,82,Kelvin,null,Ye,27.05.1945 0:00:00,M,M,kye@alpineskihouse.com,"60 000,00 ₽",2,0,Graduate D,Management,0,2,1105 Meadowbrook Drive,null,Colma,CA,94014,617-555-0169,Mr.,4
1252,5365,Kelli,null,Yuan,31.12.1970 0:00:00,S,F,kyuan@fineartschool.net,"40 000,00 ₽",4,3,High Schoo,Skilled Manual,1,3,9270 Lakewood Court,null,Marysville,WA,98270,508-555-0176,Ms.,1
1253,10209,Kenneth,R,Yuan,17.12.1972 0:00:00,M,M,kyuan@humongousinsurance.com,"10 000,00 ₽",3,2,Partial Hi,Manual,1,2,4128 Stanford Way,null,Corvallis,OR,97330,1 (11) 500 555-0112,Mr.,1
1254,8079,Karen,null,Zheng,26.03.1986 0:00:00,S,F,kzheng@adatum.com,"30 000,00 ₽",0,0,High Schoo,Skilled Manual,0,2,2477 Macalven Drive,null,Burbank,CA,91502,756-555-0161,Ms.,4
1255,5354,Kelli,null,Zheng,14.11.1966 0:00:00,M,F,kzheng@adventure-works.com,"10 000,00 ₽",1,0,Partial Co,Manual,1,0,214 Via Del Sol,null,Chula Vista,CA,91910,1 (11) 500 555-0165,Ms.,4
1256,10117,Kristen,B,Zhu,11.02.1951 0:00:00,M,F,kzhu@cpandl.com,"10 000,00 ₽",2,0,Partial Co,Manual,0,1,3067 Maya,null,Downey,CA,90241,1 (11) 500 555-0154,Ms.,4
1257,62367566823,Lucas,A,Alexander,07.02.1958 0:00:00,S,M,lalexander@fabrikam.com,"30 000,00 ₽",2,1,Partial Hi,Skilled Manual,0,3,Stateline Plaza,null,Plaistow,NH,3865,363-555-0136,Mr.,2
1258,6321,Lori,D,Alonso,12.05.1981 0:00:00,S,F,lalonso@cohovineyard.com,"50 000,00 ₽",3,3,Bachelors,Skilled Manual,0,0,6323 Benedict Court,null,Lincoln Acres,CA,91950,662-555-0146,Ms.,4
1259,6182,Linda,T,Blanco,16.12.1957 0:00:00,M,F,lblanco@contoso.com,"40 000,00 ₽",2,1,High Schoo,Professional,1,2,1234 Seaside Way,null,San Francisco,CA,94109,138-555-0198,Ms.,4
1260,27008520400,Logan,null,Butler,12.12.1981 0:00:00,S,M,lbutler@fabrikam.com,"50 000,00 ₽",1,1,Bachelors,Skilled Manual,1,0,9830 May Way,null,Mill Valley,MT,59715,373-555-0170,Mr.,0
1261,5811,Louis,null,Cai,03.09.1973 0:00:00,S,M,lcai@cpandl.com,"80 000,00 ₽",4,3,Partial Co,Professional,0,1,7900 Black Walnut Ct.,null,Concord,CA,94519,436-555-0113,Mr.,4
1262,8623,Larry,S,Castro,03.12.1970 0:00:00,S,M,lcastro@baldwinmuseumofscience.com,"40 000,00 ₽",4,3,High Schoo,Skilled Manual,1,3,8042 Placer Dr.,null,Colma,CA,94014,135-555-0146,Mr.,4
1263,6332,Lori,L,Castro,14.03.1952 0:00:00,M,F,lcastro@blueyonderairlines.com,"30 000,00 ₽",1,0,Bachelors,Clerical,1,0,4330 Reliz Valley Road,null,Concord,CA,94519,1 (11) 500 555-0198,Ms.,4
1264,8673,Leslie,null,Castro,31.08.1972 0:00:00,M,F,lcastro@lucernepublishing.com,"100 000,00 ₽",0,2,Partial Co,Professional,1,1,825 W 500 S,null,Bountiful,UT,84010,158-555-0117,Ms.,0
1265,4972,Lacey,K,Chander,15.11.1978 0:00:00,S,F,lchander@blueyonderairlines.com,"20 000,00 ₽",0,0,Partial Co,Manual,0,1,9558 Orchard View Ave.,null,Colma,CA,94014,1 (11) 500 555-0177,Ms.,4
1266,5830,Louis,null,Chander,15.03.1975 0:00:00,S,M,lchander@fabrikam.com,"20 000,00 ₽",2,2,High Schoo,Manual,1,1,1104 Colton Ln,null,Corvallis,OR,97330,1 (11) 500 555-0141,Mr.,1
1267,66120304465,Lucas,W,Cooper,15.05.1952 0:00:00,S,M,lcooper@fabrikam.com,"10 000,00 ₽",3,0,Partial Co,Manual,1,1,5736 Candellero Dr.,null,Beaverton,OR,97005,1 (11) 500 555-0189,Mr.,1
1268,71000326275,Luis,null,Evans,19.01.1988 0:00:00,S,M,levans@adatum.com,"50 000,00 ₽",1,0,Graduate D,Skilled Manual,0,0,2528 Fall Creek Road,null,Berkeley,CA,94704,735-555-0159,Mr.,4
1269,70868903400,Logan,null,Evans,15.04.1973 0:00:00,M,M,levans@fabrikam.com,"100 000,00 ₽",0,2,Partial Co,Professional,1,1,855 East Main Avenue,null,Zeeland,MI,49464,740-555-0117,Mr.,0
1270,89562725400,Lauren,null,Flores,12.05.1969 0:00:00,M,F,lflores@thephone-company.com,"40 000,00 ₽",2,0,Partial Co,Clerical,1,1,4775 Kentucky Dr.,Unit E,Sedro Woolley,WA,98284,834-555-0180,Ms.,1
1271,8100,Leah,L,Gao,09.01.1976 0:00:00,S,F,lgao@contoso.com,"30 000,00 ₽",2,2,Partial Co,Manual,0,0,409 Santa Monica Blvd.,null,Santa Monica,CA,90401,1 (11) 500 555-0164,Ms.,4
1272,76326453089,Logan,V,Green,26.05.1981 0:00:00,S,M,lgreen@consolidatedmessenger,"50 000,00 ₽",1,1,Graduate D,Skilled Manual,0,0,2533 Eureka Rd.,null,Southgate,MI,48195,111-555-0146,Mr.,0
1273,19725362658,Lucas,A,Green,13.05.1984 0:00:00,S,M,lgreen@northwindtraders.com,"50 000,00 ₽",0,0,High Schoo,Professional,0,2,3498 Olive Ave.,null,Edmonds,WA,98020,108-555-0171,Mr.,1
1274,10047,Lisa,J,He,20.10.1976 0:00:00,M,F,lhe@adventure-works.com,"40 000,00 ₽",5,5,High Schoo,Skilled Manual,1,1,6594 Jefferson St.,null,Chula Vista,CA,91910,645-555-0137,Ms.,4
1275,8104,Leah,null,He,06.10.1979 0:00:00,M,F,lhe@cohovineyard.com,"40 000,00 ₽",2,2,Partial Co,Clerical,1,0,60750 San Clemente,null,Hayward,CA,94541,1 (11) 500 555-0113,Ms.,4
1276,2547,Latasha,E,Hernandez,07.04.1977 0:00:00,S,F,lhernandez@consolidatedmessenger,"120 000,00 ₽",0,1,Bachelors,Management,1,4,2545 N.w. 107th Ave.,null,Miami,FL,33127,139-555-0110,Ms.,5
1277,6468,Lee,null,Hernandez,18.07.1948 0:00:00,S,M,lhernandez@litwareinc.com,"50 000,00 ₽",3,0,Graduate D,Management,0,2,4723 Zion Avenue,null,W. Linn,OR,97068,103-555-0160,Mr.,1
1278,6699,Lance,J,Hernandez,19.11.1962 0:00:00,S,M,lhernandez@margiestravel.com,"30 000,00 ₽",4,0,High Schoo,Professional,0,2,8684 Military East,null,Bellevue,WA,98004,145-555-0117,Mr.,1
1279,76789198500,Luke,null,Hill,23.04.1969 0:00:00,M,M,lhill@cpandl.com,"60 000,00 ₽",4,3,Bachelors,Professional,1,0,911 Nicholas Drive,null,Concord,CA,94519,289-555-0139,Mr.,4
1280,5825,Louis,null,Jai,01.04.1986 0:00:00,M,M,ljai@humongousinsurance.com,"40 000,00 ₽",0,0,High Schoo,Skilled Manual,1,2,8241 San Jose Drive,null,Lebanon,OR,97355,692-555-0142,Mr.,1
1281,62859510779,Lucas,N,James,14.02.1984 0:00:00,S,M,ljames@adatum.com,"50 000,00 ₽",0,0,High Schoo,Professional,1,2,1191 Boxwood Dr.,null,Burbank,CA,91502,556-555-0110,Mr.,4
1282,1350,Lydia,A,Kapoor,04.04.1965 0:00:00,M,F,lkapoor@fabrikam.com,"110 000,00 ₽",3,4,Partial Co,Professional,1,4,Kansas City Factory Outlet,null,Odessa,MO,64076,1 (11) 500 555-0159,Ms.,0
1283,3368,Levi,null,Kapoor,19.01.1988 0:00:00,M,M,lkapoor@wingtiptoys.com,"130 000,00 ₽",4,5,High Schoo,Management,1,4,500 Rockledge Lane,null,Tacoma,WA,98403,1 (11) 500 555-0153,Mr.,1
1284,79035988450,Luis,D,King,22.03.1985 0:00:00,S,M,lking@adventure-works.com,"30 000,00 ₽",0,0,Partial Co,Clerical,1,1,6121 Chilpancingo Pk,null,Chula Vista,CA,91910,1 (11) 500 555-0157,Mr.,4
1285,7515,Latoya,null,Kumar,20.10.1975 0:00:00,M,F,lkumar@cpandl.com,"20 000,00 ₽",1,1,High Schoo,Manual,0,1,3538 Esperanza Drive,null,Coronado,CA,92118,1 (11) 500 555-0190,Ms.,4
1286,82028727500,Logan,E,Lewis,15.06.1969 0:00:00,S,M,llewis@baldwinmuseumofscience.com,"20 000,00 ₽",3,0,Partial Hi,Manual,1,2,9050 Blue Ridge Dr.,null,Colma,CA,94014,523-555-0112,Mr.,4
1287,21079636812,Luke,D,Li,04.05.1970 0:00:00,S,M,lli@humongousinsurance.com,"50 000,00 ₽",1,0,Partial Co,Skilled Manual,0,1,2324 Cherry Street,null,Lebanon,OR,97355,950-555-0163,Mr.,1
1288,8092,Leah,R,Lin,17.09.1964 0:00:00,S,F,llin@cohovineyard.com,"110 000,00 ₽",3,4,Partial Co,Professional,1,4,3554 Trinity Ave,null,Glendale,CA,91203,1 (11) 500 555-0161,Ms.,4
1289,6345,Louis,null,Lin,06.12.1983 0:00:00,M,M,llin@litwareinc.com,"60 000,00 ₽",0,0,Partial Co,Professional,1,2,2639 Parkview Court,null,Oregon City,OR,97045,610-555-0148,Mr.,1
1290,8088,Leah,J,Liu,05.11.1972 0:00:00,M,F,lliu@northwindtraders.com,"90 000,00 ₽",0,0,Partial Co,Professional,0,1,9353 Kirkwood Dr.,null,Issaquah,WA,98027,869-555-0196,Ms.,1
1291,62290050983,Lucas,null,Long,17.07.1982 0:00:00,S,M,llong@fabrikam.com,"50 000,00 ₽",2,2,Bachelors,Skilled Manual,0,1,6333 Cloverleaf Parkway,null,Kannapolis,NC,28081,201-555-0162,Mr.,5
1292,3386,Levi,B,Lopez,10.03.1981 0:00:00,S,M,llopez@fineartschool.net,"100 000,00 ₽",0,5,High Schoo,Management,1,4,9828 Holton Court,null,Lynnwood,WA,98036,1 (11) 500 555-0156,Mr.,1
1293,10014,Laura,null,Lu,23.04.1975 0:00:00,M,F,llu@consolidatedmessenger,"70 000,00 ₽",5,5,Bachelors,Professional,1,4,Kensington Valley Shops,null,Howell,MI,48843,1 (11) 500 555-0113,Ms.,0
1294,5495,Lacey,S,Lu,17.01.1988 0:00:00,S,F,llu@consolidatedmessenger,"20 000,00 ₽",0,0,Bachelors,Clerical,0,0,Washington Square Ii,null,Indianapolis,IN,46204,1 (11) 500 555-0111,Ms.,3
1295,1358,Lydia,J,Madan,11.01.1961 0:00:00,S,F,lmadan@cohovineyard.com,"70 000,00 ₽",5,2,Partial Hi,Skilled Manual,0,2,4996 Hillview Drive,null,National City,CA,91950,1 (11) 500 555-0185,Ms.,4
1296,3387,Levi,G,Martinez,13.01.1986 0:00:00,M,M,lmartinez@baldwinmuseumofscience.com,"20 000,00 ₽",0,0,High Schoo,Manual,1,1,9117 Jacqueline Way,null,Colma,CA,94014,1 (11) 500 555-0147,Mr.,4
1297,1365,Lydia,null,Mehta,29.09.1988 0:00:00,M,F,lmehta@contoso.com,"30 000,00 ₽",0,0,Partial Co,Clerical,0,1,7179 Montana,null,Torrance,CA,90505,1 (11) 500 555-0114,Ms.,4
1298,67670186758,Lucas,F,Morgan,20.10.1975 0:00:00,M,M,lmorgan@northwindtraders.com,"50 000,00 ₽",1,0,Partial Co,Skilled Manual,1,1,6036 Park Glenn,null,Issaquah,WA,98027,653-555-0163,Mr.,1
1299,14614880084,Lauren,L,Morris,30.05.1968 0:00:00,M,F,lmorris@cpandl.com,"50 000,00 ₽",4,0,Graduate D,Skilled Manual,1,0,1314 Westover Dr.,null,Daly City,CA,94015,982-555-0192,Ms.,4
1300,9940,Lindsey,null,Nara,02.06.1982 0:00:00,S,F,lnara@cohovineyard.com,"30 000,00 ₽",0,0,High Schoo,Manual,0,1,Hanford Mall,null,Hanford,CA,93230,1 (11) 500 555-0173,Ms.,4
1301,4975,Lacey,null,Nath,15.06.1966 0:00:00,M,F,lnath@alpineskihouse.com,"90 000,00 ₽",2,1,Partial Co,Professional,1,1,6749 East 23rd Street,null,Colma,CA,94014,369-555-0178,Ms.,4
1302,7520,Latoya,A,Pal,23.03.1975 0:00:00,M,F,lpal@woodgrovebank.com,"10 000,00 ₽",1,1,High Schoo,Manual,1,1,5226 Carpetta Circle,null,Downey,CA,90241,1 (11) 500 555-0129,Ms.,4
1303,62293945550,Lucas,K,Patterson,18.04.1979 0:00:00,S,M,lpatterson@contoso.com,"80 000,00 ₽",4,3,Partial Co,Professional,0,1,3124 Fall Creek,null,San Gabriel,CA,91776,471-555-0199,Mr.,4
1304,72410894632,Luke,M,Perez,06.11.1966 0:00:00,M,M,lperez@fineartschool.net,"60 000,00 ₽",2,0,High Schoo,Professional,1,2,4734 Sycamore Court,null,Monroe,WA,98272,543-555-0162,Mr.,1
1305,9941,Lindsey,null,Rai,22.06.1977 0:00:00,M,F,lrai@contoso.com,"20 000,00 ₽",1,1,Partial Co,Manual,1,1,9006 Woodside Way,null,Santa Cruz,CA,95062,1 (11) 500 555-0186,Ms.,4
1306,9436,Lindsay,null,Rai,11.08.1981 0:00:00,M,F,lrai@lucernepublishing.com,"50 000,00 ₽",3,3,Bachelors,Skilled Manual,1,0,5313 Haynes Court,null,Bluffton,SC,29910,564-555-0161,Ms.,0
1307,5836,Louis,L,Raji,18.09.1985 0:00:00,M,M,lraji@litwareinc.com,"50 000,00 ₽",0,0,Partial Co,Skilled Manual,1,1,9896 Whitehaven Dr,null,Salem,OR,97301,417-555-0177,Mr.,1
1308,1371,Lydia,W,Rodriguez,03.05.1956 0:00:00,M,F,lrodriguez@fineartschool.net,"20 000,00 ₽",4,0,High Schoo,Skilled Manual,1,2,651 Melody Dr.,null,Marysville,WA,98270,1 (11) 500 555-0148,Ms.,1
1309,27068290710,Logan,A,Russell,18.07.1978 0:00:00,S,M,lrussell@alpineskihouse.com,"110 000,00 ₽",1,0,Graduate D,Management,0,0,3717 Greenway Drive,211,Colma,CA,94014,1 (11) 500 555-0182,Mr.,4
1310,6486,Lee,null,Sanz,18.12.1976 0:00:00,M,M,lsanz@margiestravel.com,"40 000,00 ₽",0,0,Bachelors,Clerical,1,0,3450 Breck Court,null,Bremerton,WA,98312,1 (11) 500 555-0124,Mr.,1
1311,77122784900,Luke,null,Scott,04.12.1945 0:00:00,S,M,lscott@cpandl.com,"60 000,00 ₽",2,0,Graduate D,Management,1,2,8349 Roxbury Drive,null,Concord,CA,94519,279-555-0124,Mr.,4
1312,2140,Leonard,L,Sharma,02.08.1946 0:00:00,S,M,lsharma@adatum.com,"40 000,00 ₽",2,0,Bachelors,Management,0,2,6441 Co Road,null,Lemon Grove,AZ,85252,1 (11) 500 555-0192,Mr.,4
1313,5823,Louis,A,Sharma,12.03.1965 0:00:00,M,M,lsharma@adventure-works.com,"70 000,00 ₽",4,3,High Schoo,Professional,1,1,2098 Chilpancingo Pkwy.,null,Burlingame,CA,94010,934-555-0118,Mr.,4
1314,9922,Lindsey,S,She,23.12.1959 0:00:00,S,F,lshe@humongousinsurance.com,"80 000,00 ₽",5,2,High Schoo,Management,1,2,8390 Galloway Dr,null,Lake Oswego,OR,97034,1 (11) 500 555-0160,Ms.,1
1315,89630166888,Lauren,M,Simmons,10.11.1958 0:00:00,S,F,lsimmons@northwindtraders.com,"50 000,00 ₽",2,1,Partial Co,Professional,0,2,1144 Paraiso Ct.,null,Issaquah,WA,98027,911-555-0160,Ms.,1
1316,27025402200,Logan,null,Simmons,06.09.1943 0:00:00,S,M,lsimmons@woodgrovebank.com,"50 000,00 ₽",2,0,Graduate D,Management,0,2,8844 Bel Aire Drive,null,Yakima,WA,98901,940-555-0171,Mr.,1
1317,51217446923,Lauren,T,Smith,10.12.1977 0:00:00,S,F,lsmith@cohovineyard.com,"100 000,00 ₽",3,2,Partial Co,Professional,0,4,6615 Winterglenn Way,null,Redwood City,CA,94063,360-555-0137,Ms.,4
1318,82347524200,Logan,null,Smith,18.01.1984 0:00:00,S,M,lsmith@margiestravel.com,"30 000,00 ₽",0,0,Partial Co,Clerical,1,1,482 Hedaro Court,null,Bellingham,WA,98225,1 (11) 500 555-0110,Mr.,1
1319,3377,Levi,D,Srini,11.09.1965 0:00:00,M,M,lsrini@adatum.com,"80 000,00 ₽",5,2,High Schoo,Management,1,2,478 Grant St,null,Bellflower,CA,90706,1 (11) 500 555-0140,Mr.,4
1320,14601131081,Lauren,null,Stewart,03.05.1980 0:00:00,S,F,lstewart@adatum.com,"60 000,00 ₽",1,0,Graduate D,Professional,0,0,6123 Lancelot Dr.,null,Berkeley,CA,94704,601-555-0191,Ms.,4
1321,10041,Lisa,J,Sun,31.12.1987 0:00:00,M,F,lsun@contoso.com,"30 000,00 ₽",0,0,High Schoo,Manual,1,1,5525 South Hover Road,null,Longmont,CO,80501,1 (11) 500 555-0199,Ms.,3
1322,10016,Laura,V,Sun,14.08.1968 0:00:00,S,F,lsun@fabrikam.com,"30 000,00 ₽",3,0,Bachelors,Clerical,0,0,9293 Detroit Ave.,null,Beaverton,OR,97005,1 (11) 500 555-0129,Ms.,1
